batch_id,instructor_id,course_id,completion_rate,avg_score_improvement,avg_quiz_score,dropout_rate,avg_watch_time,assignment_submission_rate,forum_activity_rate,avg_feedback_score,feedback_response_rate
B_0194,I_023,C_15,0.470205613,25.3399772,89.3706303,0.519368943,0.351411745,0.907337627,0.081040551,3.495528792,0.599005808
B_0441,I_030,C_12,0.933105206,33.44961545,69.46999877,0.05173186,0.769363674,0.82424933,0.184046894,4.588831131,0.811187146
B_0574,I_090,C_01,0.699631325,21.97949026,83.25512096,0.230225286,0.609195356,0.689722223,0.330391952,4.917133353,0.933851745
B_0947,I_030,C_20,0.782743006,26.91439456,83.28960913,0.156752213,0.877165167,0.936966125,0.24003732,4.164997605,0.576993906
B_0998,I_110,C_02,0.543830061,29.39048911,56.30208995,0.400884672,0.565271702,0.664224372,0.233698338,4.510227624,0.606782223
B_0504,I_057,C_11,0.571507828,28.92020353,68.31554325,0.456266808,0.744736447,0.577314443,0.301384451,3.797970182,0.65050097
B_0606,I_076,C_16,0.447041544,18.77651504,59.94899036,0.515452857,0.551212666,0.697100879,0.395238714,3.810820245,0.727943875
B_1717,I_108,C_22,0.479355907,31.26852558,83.8500344,0.489054944,1,0.656986108,0.469536819,4.305562347,0.75421675
B_1164,I_115,C_07,0.646447964,25.57640329,86.38687475,0.294990263,0.575772496,0.646220363,0.05839751,4.861889976,0.679693243
B_1787,I_062,C_22,0.679378127,20.14062974,76.51126539,0.365972771,0.627516382,0.646130876,0.100466713,4.543161617,0.741382774
B_0847,I_092,C_17,0.542247634,22.8585585,58.92894632,0.498060867,0.885651846,0.656597568,0.297064375,5,0.584565246
B_0004,I_015,C_18,0.79520241,31.50464394,86.325703,0.222938373,0.793859271,0.747246472,0.249402782,4.772039085,0.622436209
B_1287,I_113,C_03,0.46340444,17.75081068,76.3301314,0.528153827,0.877334212,0.469725708,0.200591254,3.89909982,0.508418316
B_1223,I_059,C_19,0.415414823,26.39795127,89.32935719,0.544380752,0.983105612,0.867211533,0.177447772,3.722064496,0.698267212
B_0468,I_095,C_24,0.543754972,27.18083872,81.71996412,0.323975321,0.496827773,0.539893132,0.339064496,3.688151023,0.746366039
B_0322,I_052,C_20,0.440831916,27.26392499,91.82826136,0.498664411,0.836129894,0.748488837,0.240661611,4.355240633,0.634526778
B_0006,I_072,C_25,0.756524817,25.96566575,82.76165201,0.285055956,0.429606399,0.724622747,0.281835458,3.654142221,0.622207087
B_0223,I_119,C_15,0.554308645,30.87829313,67.62444207,0.606129786,1,0.793871998,0.201792391,3.904398534,0.630858732
B_1375,I_104,C_21,0.50870772,21.47603935,88.23324041,0.501241999,0.934404138,0.744072108,0.269514046,5,0.69498271
B_0548,I_005,C_18,0.87988173,31.1409637,87.03847329,0.127194159,0.905017845,0.801352667,0.259951418,4.591993217,0.796506609
B_0229,I_001,C_17,0.552200087,16.3419425,80.99329581,0.49830678,0.937878959,0.523644333,0.315944625,3.516045238,0.690196122
B_0040,I_042,C_14,0.603287245,20.77838189,90.2209843,0.375225637,0.735194238,0.708765295,0.139753389,4.16448223,0.45814575
B_0543,I_008,C_14,0.483505209,36.34747721,75.92020655,0.392427336,0.833840132,0.635382268,0.265259282,4.268706217,0.649988695
B_0243,I_097,C_06,0.389605398,23.96941215,60.66052213,0.597227198,0.611647916,0.733587544,0.423791606,3.850112682,0.645599191
B_0899,I_012,C_05,0.800337103,17.23734253,77.8893131,0.257383136,0.591515174,0.911487904,0.13386948,4.493673157,0.660011463
B_1134,I_056,C_13,0.754463758,23.21111796,94.34392621,0.253408357,0.750919918,0.906474389,0.295427912,4.528203238,1
B_1449,I_045,C_22,0.494049705,27.55387683,70.72745242,0.468650756,0.661750846,0.868537859,0,3.353841843,0.778395539
B_1869,I_113,C_12,0.353952004,11.47503094,77.46625861,0.66388025,1,0.729255495,0.26659686,4.307239496,0.410625684
B_0843,I_114,C_09,0.856430926,28.08933652,70.74334358,0.163463371,0.829959261,0.908043205,0.246327691,4.671845092,0.915514599
B_1419,I_097,C_06,0.636527468,31.62498457,68.20499949,0.342066065,0.703482865,0.780832403,0.222257483,4.645426814,0.7505476
B_1654,I_067,C_19,0.321399644,21.32421953,64.36123062,0.7,0.770560947,0.730851442,0.225613029,3.915382483,0.29786442
B_1970,I_018,C_08,0.928539324,26.87388217,90.73848956,0.086032794,0.866435206,0.831923132,0.444539464,4.685136355,0.703814408
B_0662,I_024,C_14,0.757888823,27.57608446,83.31732791,0.303345365,0.894509283,0.981763624,0.28305703,4.243761072,1
B_1211,I_108,C_23,0.488340723,35.19804492,73.82016049,0.576869355,0.375349716,0.690659641,0.449567868,3.693465621,0.760387558
B_0315,I_019,C_12,0.457887274,32.52487469,84.35172472,0.524609223,0.930555596,0.765472954,0.149283183,4.096441063,0.762661476
B_0692,I_008,C_11,0.469740108,32.73187305,69.95344761,0.618565727,0.894294501,0.669867038,0.307511062,3.886430079,0.499527023
B_1504,I_041,C_14,0.784763071,27.16550078,65.11289627,0.211727616,0.665386285,0.550481444,0.059308152,4.012002287,0.603202022
B_0425,I_097,C_19,0.715808056,40,72.02751048,0.281660739,0.751419952,0.719632687,0.162036266,4.126764113,0.66736607
B_0595,I_001,C_12,0.622855839,18.96940174,75.2769746,0.351471203,0.939075968,1,0.234232813,4.268749388,0.685700644
B_1964,I_042,C_01,0.631130693,24.38774273,77.55171488,0.328230458,0.888739191,0.632818591,0.047928001,3.597353177,0.638110514
B_0623,I_069,C_04,0.62889546,24.91052015,77.08158488,0.429827036,0.947016934,0.601948465,0.151344778,4.303584632,0.777316781
B_1171,I_111,C_08,0.541371147,29.5409991,54.99570571,0.492006019,0.819733281,0.850664857,0.112368392,4.048438686,0.743245247
B_1044,I_050,C_08,0.3,17.46684748,61.72698497,0.7,0.843450986,0.74660518,0.215710997,3.622315814,0.528279439
B_0228,I_097,C_03,0.805493923,30.53936205,70.45141561,0.273266972,0.637576272,0.706156544,0.20907076,3.41158246,0.672975253
B_1118,I_005,C_01,0.840986265,24.56610856,77.15810127,0.173727458,0.899907643,0.74116132,0.312974344,4.124415638,0.565892271
B_1332,I_060,C_24,0.60289447,19.43206886,48.11865748,0.41136851,0.92145199,0.937860833,0.277417326,4.177200612,0.696576209
B_1316,I_063,C_21,0.662514357,29.27617295,79.54138179,0.391344469,0.781550181,0.936382511,0.070589539,4.380024133,0.649408563
B_0067,I_009,C_03,0.756460189,20.75100164,88.79045313,0.267153005,0.735882114,0.551435659,0.220527954,4.413578324,0.671865198
B_0025,I_030,C_14,0.65231288,36.07643694,83.98662887,0.362632577,0.796243752,1,0.409882382,4.454414905,0.94804038
B_0145,I_041,C_10,0.659344366,18.97511776,67.35932982,0.343029359,0.701579876,0.771206804,0.105125411,4.496050878,0.542446144
B_0537,I_015,C_05,0.87792076,35.01876037,76.51956675,0.139782965,0.959583357,0.830209723,0.311882345,4.658752988,0.995314974
B_0812,I_029,C_03,0.811856239,21.03745601,68.35747757,0.180663979,0.838208852,0.639818154,0.405844935,3.458215282,0.659371858
B_1467,I_072,C_10,0.562049029,20.5991102,94.15403926,0.45151623,0.754962912,0.685618257,0.369679143,4.062989086,0.493668913
B_0086,I_002,C_12,0.696259984,30.44552625,77.18853933,0.17582599,0.939610462,0.875756675,0.287767325,4.053939877,0.950179022
B_1661,I_035,C_01,0.564142907,33.23208756,75.64709001,0.402559543,0.542749367,0.807167614,0.185482819,4.04157658,0.784533488
B_1646,I_067,C_05,0.3,27.28543052,73.57264079,0.684188591,0.751013821,0.551637044,0.150939023,3.904929002,0.604136333
B_1805,I_113,C_15,0.373108468,15.32917763,79.0488289,0.548292461,0.575333896,0.772891588,0.074822888,3.845755595,0.700015563
B_1818,I_056,C_25,0.502049936,21.24996102,95.30304585,0.508990114,0.831966099,0.810415788,0.357607096,4.755171107,0.616354893
B_1577,I_049,C_22,0.504228441,26.50199876,88.9051509,0.368322506,0.760944792,1,0.30777971,4.177088602,0.799844433
B_1145,I_113,C_23,0.315679015,23.9267998,59.02783015,0.644284537,0.581057997,0.439776324,0.178878167,3.412733169,0.630449891
B_0363,I_024,C_20,0.650994697,37.71888988,74.46924383,0.346070674,0.825790381,0.926052756,0.19211896,4.452392803,0.918803836
B_1612,I_066,C_10,0.50858305,24.48423266,71.38241639,0.522599313,0.655848832,1,0.151322444,3.968081527,0.732672102
B_1866,I_074,C_08,0.568728939,6.159239501,77.60847394,0.386334474,0.849864401,0.678631691,0.155489543,4.006164825,0.603965106
B_1027,I_057,C_15,0.707252383,29.35941051,85.02436658,0.258107171,0.678305579,0.58410436,0.276783551,4.318855396,0.902973125
B_1031,I_023,C_09,0.490343741,26.28343061,73.1939496,0.46822061,0.748092717,0.526448171,0.268172123,3.570031159,0.710059008
B_1304,I_120,C_09,0.724657208,24.77264568,88.44924905,0.274216718,0.91530794,0.755313969,0.290242785,3.98386531,0.492199475
B_1356,I_060,C_05,0.549100438,33.17353661,82.503907,0.481203823,0.785712997,0.750583082,0.346927299,4.576981749,0.656199526
B_1731,I_014,C_24,0.663189284,29.00883854,76.74326306,0.278558028,0.900848796,0.676250323,0.413035126,5,0.687465771
B_0666,I_033,C_14,0.500465202,26.9438778,78.26871324,0.498725418,0.744937029,0.723421645,0.359620511,4.170143222,0.805667836
B_0365,I_120,C_07,0.503957838,23.61981096,67.43439665,0.473096411,0.632879806,1,0.162192464,3.905249003,0.660597052
B_0078,I_047,C_11,0.517648113,30.08866382,81.10109255,0.495678783,0.685442649,0.828338295,0.219103657,4.50974756,0.893450939
B_0028,I_064,C_13,0.490170149,29.61431,71.16855163,0.44352908,0.49367012,0.644198779,0.241062625,3.592024652,1
B_1437,I_109,C_06,0.539369409,36.53603664,65.41863982,0.434911772,0.734828334,0.778764496,0.260783048,4.428850414,0.828386711
B_0526,I_058,C_20,0.816426359,36.73616803,80.46245611,0.176361743,0.544786581,0.961540841,0.180353321,4.761864062,0.802236803
B_1835,I_117,C_23,0.569782947,28.22064592,88.50817131,0.449571586,0.875054623,0.661662631,0.422088831,4.96812001,0.824013492
B_0056,I_051,C_09,0.715495716,21.43480046,74.20098991,0.382004063,0.824324362,0.739967096,0.327145677,4.219121732,0.562554383
B_0639,I_100,C_01,0.412183355,29.51295587,70.49692778,0.562818756,0.940182766,0.698123096,0.175294425,4.62555599,0.948958389
B_0303,I_112,C_13,0.30895478,24.3352802,76.09487123,0.7,0.618121636,0.805425397,0.209891032,4.331608956,0.567322302
B_0719,I_049,C_15,0.593084523,28.93849284,79.91966028,0.425182364,0.819431107,0.739358657,0.301989026,4.845218178,0.766997997
B_0625,I_016,C_06,0.722639919,31.74134782,74.42842516,0.335295884,0.888144966,0.696950543,0.17653551,3.9569852,0.897690489
B_0008,I_021,C_01,0.527289295,36.24925816,92.18408047,0.45812337,0.838161041,0.681278208,0.195134242,3.97623738,0.886724814
B_0804,I_013,C_11,0.824622989,34.99720586,78.03197158,0.048363839,1,0.875052166,0.273386377,4.326665382,0.847304454
B_1050,I_051,C_04,0.75541702,35.65063642,91.77243119,0.290721289,0.822032741,0.717755287,0.430580184,4.539016108,0.721676921
B_0337,I_094,C_07,0.462031911,21.0371202,70.72766146,0.537213722,1,0.855613739,0.207547762,3.840923555,0.469153078
B_0048,I_062,C_24,0.69311141,35.40621526,81.16992243,0.329585748,0.565843947,0.649755182,0.157522013,4.545782893,0.749102266
B_1764,I_076,C_19,0.4936471,24.17179245,67.62651077,0.520108115,0.798809795,0.672329914,0.276257262,4.181988791,0.848131389
B_0107,I_087,C_13,0.833143187,25.60721602,84.86604048,0.102403218,0.838316043,0.65906313,0.308769459,4.362721353,0.665121599
B_0350,I_012,C_11,0.782437725,25.2034966,85.58719989,0.254986712,0.641629813,0.660963839,0.183772806,3.726591159,0.99404685
B_1080,I_043,C_13,0.70142292,26.96474431,74.96639713,0.193460024,0.843947159,0.625866523,0.304698228,4.434635351,0.931671549
B_0239,I_027,C_25,0.736368606,26.08447221,94.52129093,0.23383361,0.508084026,0.42746263,0.313151175,4.63400371,0.754149241
B_0214,I_006,C_03,0.350340979,21.9572875,90.60326265,0.671188753,0.787412641,0.551618557,0.086371315,4.296851751,0.458075715
B_1776,I_098,C_03,0.403797017,27.20171521,75.44054253,0.646025241,1,0.925602172,0.227759292,4.235172369,0.412519885
B_1139,I_061,C_23,0.320832271,27.29431655,67.04397251,0.628954145,1,0.7688962,0.086281887,4.071302281,0.710763093
B_0794,I_111,C_01,0.511892903,33.3152206,82.1823729,0.483418626,1,0.687276511,0.301514873,4.072275433,0.776879559
B_1587,I_001,C_08,0.549036044,23.34386228,67.02936606,0.451977584,0.599724618,0.621073143,0.382085961,4.487717414,0.63397214
B_1583,I_061,C_22,0.339950677,20.01807837,71.82002563,0.628251327,0.833628257,0.705912929,0.193031826,3.342110782,0.797116628
B_1672,I_037,C_25,0.868924935,38.52455922,94.68403604,0.201667177,0.65746299,0.722603357,0.325189685,4.377027372,0.894039055
B_0524,I_051,C_06,0.791088176,30.75031739,88.68479636,0.238464259,0.587833863,0.982946284,0.378042537,4.73537934,0.791604135
B_0233,I_077,C_15,0.697515657,25.05128755,65.28597149,0.326553735,0.803454662,0.84931029,0.257127904,4.460450093,0.628686621
B_0645,I_058,C_15,0.78917747,25.60936256,72.67328301,0.167160789,0.890835427,0.961875134,0.286207173,4.468585361,0.726590804
B_1508,I_001,C_18,0.68084562,22.40697282,75.3613505,0.390493647,0.593922428,0.860896545,0.286332541,4.206381392,0.901625358
B_0534,I_052,C_23,0.50939815,28.42839484,63.77287715,0.508641899,0.702924709,0.690856421,0.016862652,4.263395461,0.621724533
B_1942,I_090,C_09,0.621812659,28.70311391,78.15335334,0.394940782,0.670902335,1,0.236392405,4.519082475,0.97191508
B_0604,I_119,C_14,0.629866534,28.13249332,96.50843813,0.394411302,0.692933129,0.460019504,0.260036962,4.20559616,0.878830369
B_1330,I_069,C_20,0.353127393,26.15050103,72.2472721,0.642219781,0.693052614,0.634175397,0.119996615,4.622459431,0.685835114
B_1075,I_006,C_05,0.353224278,26.34939855,84.30793136,0.65523914,0.715041148,0.504781857,0.21005149,4.547948629,0.410389143
B_1305,I_010,C_20,0.98,33.19400989,93.79056865,0.117690078,0.836758863,0.973241409,0.530590899,4.392616989,0.932305802
B_0061,I_018,C_03,0.806246265,30.6195329,74.66920194,0.310491465,1,0.903113068,0.456625937,4.692613702,0.652539446
B_1264,I_094,C_13,0.48929481,20.60016338,75.8477321,0.468191726,0.856524373,0.844458065,0.209230923,3.382099349,0.750825743
B_0093,I_063,C_11,0.652244651,27.85458347,80.14540588,0.218667469,0.644821411,0.791773335,0.191492611,3.661301616,0.471609742
B_0667,I_033,C_09,0.64974824,31.31902914,86.52130983,0.373139871,1,0.73722293,0.313416093,4.457953321,0.735351699
B_0281,I_019,C_09,0.3,18.950902,72.90869316,0.690033419,0.883095772,0.625522297,0.341690503,3.970917957,0.752501117
B_1114,I_022,C_09,0.506708525,29.27467721,93.13567731,0.427964175,0.747521036,0.884170338,0.308709648,3.713255198,0.889254049
B_0360,I_080,C_08,0.528173488,16.12365105,49.9840014,0.518853471,0.782464592,0.428075412,0.486620234,4.067028279,0.721852385
B_1129,I_073,C_17,0.419997939,26.7456576,76.68630442,0.596344723,0.74236233,0.676912248,0.107648186,4.234585852,0.62631584
B_1170,I_107,C_22,0.523223694,26.15513008,78.86024176,0.41628967,0.714652574,0.791899748,0.247365888,3.778622393,0.632577249
B_0848,I_072,C_02,0.693172317,32.63201089,77.41003039,0.245601354,0.537234751,0.67263329,0.313365829,3.646698715,0.916087459
B_1522,I_115,C_01,0.523878544,23.58322888,95.33727552,0.546654332,0.828417755,0.828251173,0.052586372,3.66525878,0.663396092
B_0111,I_080,C_13,0.441866368,19.83944084,83.54118781,0.528886818,0.754167843,0.586952778,0.185102441,3.988906555,0.72761652
B_0043,I_080,C_02,0.637272863,22.9533582,73.51983788,0.461053959,0.772868912,0.718591277,0.108251453,3.780801606,0.539760935
B_0126,I_089,C_01,0.464836544,19.9229468,75.70124486,0.578307447,0.925173969,0.583507974,0.313122924,4.708626852,0.701400839
B_0205,I_115,C_15,0.601473033,21.50593657,86.84964808,0.380157878,0.702670407,0.950608901,0.387191066,4.413009176,0.853701386
B_0053,I_064,C_15,0.56276064,33.76986201,74.43985843,0.452870492,0.757869206,0.484020437,0.227578159,5,0.66309602
B_0546,I_108,C_20,0.602854361,32.83249104,91.59129708,0.40315866,0.616576513,0.925081857,0.351577469,4.116789861,0.722962278
B_0069,I_053,C_13,0.529978792,28.86470902,87.17058651,0.453428954,0.896827997,0.769047888,0.274539339,3.897640223,1
B_1741,I_107,C_03,0.369997104,30.28444429,94.83547857,0.592907529,0.556252828,0.843496305,0.051929672,4.164330926,0.337640532
B_1548,I_091,C_21,0.98,28.96555853,83.55367484,0.02,0.560597877,0.978025727,0.211186492,4.731719448,0.737219892
B_0184,I_051,C_22,0.98,30.04785029,99.72172774,0.069136348,0.768626077,1,0.230574472,4.419083725,0.830932659
B_0138,I_008,C_05,0.721383463,21.64900348,89.70169653,0.2151518,0.998194362,1,0.379707546,4.36737716,0.890545475
B_0900,I_074,C_20,0.608743248,21.04263677,72.13542169,0.413111387,0.661375138,0.780862135,0.186013776,3.700993193,0.624844319
B_0797,I_074,C_17,0.406349685,23.04203685,52.37873106,0.675826515,0.685943078,0.70118665,0,3.795311518,0.33398806
B_0133,I_088,C_21,0.62326324,22.45823028,89.68071333,0.353534252,0.629260497,0.661073447,0.374018536,4.256935492,0.730811871
B_0081,I_081,C_03,0.496536108,23.2081984,77.01952259,0.496918608,0.927421425,0.868639703,0.26277542,4.089280251,0.799701745
B_1987,I_108,C_15,0.72478201,27.24538988,67.40795567,0.293061993,0.752127769,0.740793753,0.479363735,4.781511809,0.588459566
B_1541,I_075,C_02,0.3,24.03070362,56.85187257,0.685052936,0.751686811,0.842285978,0.08894777,3.726680961,0.619655634
B_0542,I_097,C_19,0.726635545,23.34075459,66.7567126,0.292731651,0.834411401,1,0.176796993,4.513955783,0.839251799
B_1669,I_016,C_06,0.632978807,34.62120691,97.54750866,0.404241365,0.627610566,0.710466034,0.358629708,4.102844353,0.706869802
B_0984,I_102,C_14,0.695006005,25.45266548,84.74946711,0.298814274,1,0.898506784,0.445279971,4.425694308,0.709622076
B_0166,I_099,C_03,0.622734144,20.77550263,79.87827025,0.403748001,0.924698201,0.882105739,0.236073869,4.814709554,0.934871894
B_0249,I_059,C_24,0.377030236,33.95695406,81.6699624,0.7,0.795552611,0.791261936,0.111020308,4.096352884,0.648672651
B_0447,I_105,C_15,0.739236473,31.32416454,85.59864243,0.260551426,0.735558024,0.62736508,0.442263865,4.206839231,0.815207224
B_1515,I_054,C_19,0.615359721,17.80951484,59.18621618,0.437345264,0.878856138,0.853012556,0.418241788,3.94006226,0.782909918
B_0859,I_025,C_03,0.822178401,32.43056296,83.80645164,0.12053621,0.809695321,0.858678297,0.490316156,4.633820618,0.710167673
B_1212,I_083,C_09,0.385404345,30.53408504,88.27705932,0.575300872,0.651202558,0.423826568,0.233941339,4.007705307,0.823055951
B_0098,I_074,C_08,0.339120035,21.03093886,75.2633511,0.7,0.773862265,0.624382895,0.139989094,3.31496065,0.548084392
B_1974,I_039,C_16,0.590409034,23.62962747,60.01792384,0.366749119,0.626213013,1,0.27075206,4.045937057,0.734004573
B_0738,I_099,C_24,0.784159345,40,79.62944671,0.261778343,0.889798611,0.687230841,0.359040594,4.58814824,0.583913242
B_1256,I_084,C_15,0.682234729,23.50611526,77.3224737,0.355447079,0.730274027,0.709892307,0.297228793,4.88889338,0.573469136
B_0103,I_048,C_05,0.431455626,28.06359317,83.91865345,0.591620991,0.621314959,0.774662531,0.287949028,4.333281963,0.690926241
B_0435,I_035,C_06,0.549829882,26.65916058,72.38289029,0.387774822,0.440472178,0.686963089,0.237696653,4.374595222,0.737171966
B_0075,I_071,C_14,0.649447356,27.867805,80.19389932,0.179262876,1,0.707249892,0.260979441,4.642902346,0.993372972
B_1792,I_107,C_19,0.704322562,26.17460736,75.10229182,0.274533821,0.9418212,1,0.370649071,3.73279026,0.903801498
B_1235,I_004,C_18,0.431807014,19.66947084,83.63269611,0.579771305,0.752024093,0.644744337,0.17781408,3.969242674,0.694328247
B_0919,I_101,C_02,0.47268471,24.89897595,81.66415994,0.464055537,0.803639745,0.443165694,0.346527954,3.923504136,0.523731458
B_1712,I_053,C_18,0.492103986,27.37501046,76.70893735,0.394844368,0.752319813,0.755745068,0.2774714,4.17695965,0.580045249
B_1671,I_116,C_05,0.672828092,26.92450187,75.73038285,0.249614834,0.686712168,0.84810378,0.267071203,4.448826249,0.884767822
B_1621,I_004,C_09,0.601316073,21.65480889,83.75853371,0.390111726,0.876636743,0.644054447,0.241638898,4.508464149,0.60820209
B_0763,I_052,C_15,0.613684048,35.79820508,86.085099,0.346031452,0.802813766,0.621845002,0.184392249,3.629323182,0.688241279
B_0990,I_037,C_20,0.98,38.72963887,98.74883574,0.038741267,0.817548643,1,0.399700608,4.856658172,0.839852449
B_0389,I_061,C_04,0.3,14.173645,67.94835586,0.694805486,0.676577566,0.67252923,0.204030784,4.2419207,0.624953389
B_0236,I_103,C_20,0.800084316,28.26913087,95.35845299,0.206769046,1,0.590344208,0.264029682,4.932530344,0.717991712
B_1507,I_023,C_21,0.592977176,17.91966097,75.79211476,0.418345708,0.927153537,1,0.108604148,4.264174615,0.71287336
B_0268,I_056,C_21,0.64717652,33.55058226,76.52920004,0.395502879,1,0.901685095,0.297709854,3.697584319,0.812686715
B_1188,I_086,C_14,0.442907842,23.6606785,78.41956028,0.563852503,1,0.548127004,0.125786953,3.71634182,0.858154799
B_0118,I_089,C_13,0.48676595,19.4790007,71.91567054,0.53589982,0.64556531,0.697068901,0.002996561,3.439239129,0.610089815
B_1607,I_001,C_05,0.474798489,37.25291177,90.40512405,0.520067652,0.709532589,0.605070672,0.370148216,3.735889912,0.651008326
B_0674,I_065,C_21,0.655046299,22.57112577,72.69541226,0.355041753,0.623662971,0.656897631,0.310520809,4.762608158,0.707651911
B_0250,I_118,C_12,0.976047324,38.11029272,69.32246751,0.084220554,1,1,0.145582987,5,1
B_1453,I_115,C_20,0.488493415,18.25991355,65.23456684,0.64823543,0.719964569,0.77340633,0.217969491,4.112522126,0.847283886
B_1995,I_065,C_18,0.645839432,26.94867636,88.07336807,0.264790927,0.496166357,0.819761082,0.340809442,4.277291471,0.820217609
B_0095,I_090,C_24,0.70249735,34.32627993,83.47233383,0.304079406,0.810871961,0.684592656,0.260003431,4.33334668,1
B_0034,I_022,C_08,0.483820877,27.12493665,74.58342485,0.462666486,0.887794113,0.61594,0.221915078,4.225557619,0.647781295
B_1464,I_104,C_23,0.331355771,21.64804341,85.56339498,0.62431978,0.684705595,0.715355707,0.302890418,4.262862092,1
B_1668,I_107,C_04,0.618391686,27.70932172,78.53500077,0.375237451,0.591965689,0.904138351,0.374932971,4.553848337,0.642587572
B_0449,I_024,C_03,0.869343604,25.30541298,92.71369719,0.111617711,0.797194142,0.849960825,0.339632917,3.927579005,0.610731761
B_0717,I_064,C_20,0.65033597,28.08558807,59.77778161,0.298291195,0.56531747,0.812448365,0.311295315,3.82737135,0.638477085
B_1810,I_054,C_21,0.511339571,31.24716941,78.83864387,0.488219356,0.716762685,0.507453214,0.303378097,4.721506154,1
B_1518,I_001,C_21,0.714237317,31.67004492,71.80915434,0.217423597,0.8264113,0.904173341,0.270408044,3.963210923,0.778798198
B_0001,I_103,C_24,0.707447706,34.68674148,77.53398195,0.296345375,1,0.793554253,0.547642511,4.272878313,0.712786046
B_1376,I_014,C_04,0.755388783,28.99698332,81.96642489,0.219784475,0.93833531,1,0.141950913,4.23329531,0.719953153
B_1102,I_093,C_09,0.624409397,33.15264974,74.48865602,0.445997865,0.824971378,0.533264598,0.515749058,4.401085314,0.563613932
B_1109,I_005,C_17,0.83883505,34.26071724,72.48451634,0.085348336,1,1,0.641111144,4.158164228,1
B_1227,I_033,C_21,0.652209749,27.81579437,77.17142633,0.361748459,0.914579862,0.844409389,0.326047284,4.428262029,0.779537728
B_0083,I_050,C_03,0.305242094,19.79142444,76.08812776,0.7,0.728257326,0.47322965,0.051646456,3.466261699,0.612903773
B_1289,I_047,C_04,0.66496474,24.96034575,86.3200816,0.292633722,0.80049461,0.7265763,0.412740546,4.449808158,0.702804506
B_0677,I_074,C_05,0.3,26.36772976,64.38864605,0.7,0.661838875,0.550174071,0,4.091644547,0.672216483
B_1921,I_094,C_16,0.564522863,29.45463533,65.22552561,0.379392362,0.740509007,0.930434583,0.280687924,4.481826559,0.633456569
B_1047,I_030,C_07,0.605807997,24.17872987,71.12901155,0.348905518,1,0.774456644,0.290692449,4.101008834,0.643230736
B_0771,I_025,C_17,0.952065529,31.16144049,70.45106238,0.02,0.798029882,0.533489307,0.333988364,3.745390875,0.854294328
B_1947,I_015,C_09,0.678185798,33.39954172,81.35932885,0.380877754,0.999312995,0.797466972,0.312891356,4.229929785,0.756944944
B_1281,I_118,C_10,0.838140508,34.45389165,64.26559082,0.101304118,0.684534251,1,0.420829736,4.123939686,0.94940443
B_1581,I_092,C_21,0.426809557,29.41620556,73.16507754,0.575534739,0.946644481,0.552800028,0.234545664,4.128478344,0.769117391
B_1489,I_068,C_07,0.441883322,30.87006452,68.70326317,0.516097594,0.664668361,0.743612459,0.155368223,4.442966528,0.532419786
B_0405,I_048,C_03,0.580180212,20.94598285,85.31992021,0.308078669,0.692937478,0.815894531,0.351085108,4.192104275,0.431908976
B_1728,I_114,C_02,0.603905434,31.39051928,72.07260466,0.448446292,0.881096589,0.803436207,0.263520572,4.680501446,0.88211928
B_1299,I_107,C_07,0.700829744,32.92221505,71.10055233,0.296189164,0.853599081,0.839704926,0.234098797,4.669857587,0.714206955
B_1341,I_076,C_21,0.551714277,19.90408268,57.5516222,0.444449868,0.765411142,0.681423515,0.310395392,3.798659062,0.649944503
B_0105,I_072,C_13,0.610853449,29.91273832,71.32747305,0.344096521,0.948128299,0.843252676,0.141748631,4.364242572,0.822516015
B_0689,I_087,C_14,0.923388507,28.56915689,67.34265363,0.038804461,0.746411264,0.973729274,0.456137952,4.48031328,0.850336605
B_1306,I_005,C_04,0.786382919,35.65308227,81.28399687,0.248151095,0.932336723,0.898120618,0.340638769,3.60882612,0.917377462
B_0827,I_036,C_04,0.36822598,13.81813158,76.40782464,0.626930778,0.686544371,0.640777824,0.192933864,4.132140772,0.535826424
B_0063,I_089,C_18,0.586020474,32.33670684,81.17919865,0.439914623,0.668638676,0.420780531,0.30310986,3.694582007,0.419117394
B_0853,I_003,C_06,0.924743308,31.4761137,73.02834409,0.106065496,0.95961244,0.650854596,0.357033082,4.33888712,1
B_1354,I_101,C_03,0.460815678,22.57312752,66.84086956,0.555216311,0.460777813,0.745770977,0.30340137,3.811041489,0.583466982
B_0224,I_092,C_14,0.738024334,27.1600831,84.52745013,0.221466576,0.980297237,0.594057173,0.010869656,4.778329088,0.634929797
B_0146,I_028,C_11,0.55456648,22.43743678,54.18970151,0.356446372,0.696114723,0.543555873,0.283235888,3.983707435,0.722167544
B_1089,I_075,C_17,0.3,22.82595264,75.96940139,0.7,0.671940578,0.761679965,0.206588127,4.694899741,0.60337615
B_0374,I_104,C_10,0.554165734,15.92942296,89.33474607,0.455489997,0.710488752,0.780288021,0.255230305,3.974270978,0.612168717
B_1421,I_027,C_13,0.489154833,32.76565558,91.26256419,0.580676861,0.880863266,0.638938807,0.242651757,3.916248784,0.572523197
B_1143,I_001,C_08,0.545357377,19.1897876,90.58786153,0.507007896,0.733657848,0.745206991,0,4.602514925,0.655761073
B_1827,I_081,C_04,0.810906552,21.96685046,78.54289155,0.159322019,0.695452107,0.926073078,0.203084195,4.089811113,0.543585908
